orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,2015_rbtc_colle,2015__transfused_blood,2015_donated_blood_units,2015_blood_other_sources,2015_no_of_units_requested_from_other_transfusing_hospi,2015__blood_units_received_from_moh_706blood_transfusio,2015_moh_706_blood_units_transfused,2016_rbtc_colle,2016__transfused_blood,2016_donated_blood_units,2016_blood_other_sources,2016_no_of_units_requested_from_other_transfusing_hospi,2016__blood_units_received_from_moh_706blood_transfusio,2016_moh_706_blood_units_transfused,2017_rbtc_colle,2017__transfused_blood,2017_donated_blood_units,2017_blood_other_sources,2017_no_of_units_requested_from_other_transfusing_hospi,2017__blood_units_received_from_moh_706blood_transfusio,2017_moh_706_blood_units_transfused,2018_rbtc_colle,2018__transfused_blood,2018_donated_blood_units,2018_blood_other_sources,2018_no_of_units_requested_from_other_transfusing_hospi,2018__blood_units_received_from_moh_706blood_transfusio,2018_moh_706_blood_units_transfused,2019_rbtc_colle,2019__transfused_blood,2019_donated_blood_units,2019_blood_other_sources,2019_no_of_units_requested_from_other_transfusing_hospi,2019__blood_units_received_from_moh_706blood_transfusio,2019_moh_706_blood_units_transfused
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Eltons (Malibu) Reinsurance,zBsEoPFwY6l,Eltons (Malibu) Reinsurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Family Care Medical Centre (Phoenix),gyvG1OyFH07,Family Care Medical Centre (Phoenix),13140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Family Health Options Phoenix,Lcdw1b9sCH9,Family Health Options Phoenix,12939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Family Health Options Ribeiro,iiBFVUM2dwM,Family Health Options Ribeiro,12940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Flack Clinic,y2D77QiEn2W,Flack Clinic,12943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Pangani Ward,Gertrudes Chiildren Clinic (Pangani),Qkp5sifwjyg,Gertrudes Chiildren Clinic (Pangani),19314.0,Children Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Ngara Ward,Guru Nanak Hospital,K7r7jBykuLt,Guru Nanak Hospital,12965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Pangani Ward,Hayat Hospital,li2d1is2Hhu,Hayat Hospital,22117.0,Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Pangani Ward,Health Gate Hospital,VDHn7ZJaCoR,Health Gate Hospital,25644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,HealthAid Kunda Street,JxmJMnCwQRW,HealthAid Kunda Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Pangani Ward,Hoymas VCT (Nairobi),qOMMbIs7KOd,Hoymas VCT (Nairobi),20063.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Pangani Ward,Imperial Clinic,m3s1qBaQ54c,Imperial Clinic,12983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Inkamed Pharmaceutical Ltd-Aga Khan Walk,ndvaL9fTrFL,Inkamed Pharmaceutical Ltd-Aga Khan Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Ngara Ward,Iran Medical Clinic (Ngara),OT1wDrUItuH,Iran Medical Clinic (Ngara),19421.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Ngara Ward,Ishtar Dice MSM,UDzeFplMQrT,Ishtar Dice MSM,19311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi South Ward,Ishtar Dice MSM,nP68IezLbLY,Ishtar Dice MSM,19311.0,NGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Pangani Ward,Juja Road Hospital (Nairobi),HWJjTSoITik,Juja Road Hospital (Nairobi),19318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,kam pharmacy harambee avenue,V9bYtMJdhr2,kam pharmacy harambee avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,KAM Pharmacy IPS Building Kimathi Street,UKPQBYHPYDx,KAM Pharmacy IPS Building Kimathi Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Ziwani/Kariokor Ward,Kariokor Clinic,XnsX0040BLp,Kariokor Clinic,13007.0,Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi South Ward,Kemsa Staff Clinic,RgbnYWKD0bp,Kemsa Staff Clinic,18357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Kencom VCT,Qy753ismWas,Kencom VCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Pangani Ward,Kenwa,T6eUPfUmI7F,Kenwa,13020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Kenya Airways Medical Centre,VL6fs4Cx1jN,Kenya Airways Medical Centre,13021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Ngara Ward,Kie/Kapc,JtYLYubVzeA,Kie/Kapc,13031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Pangani Ward,Lad Nan Hospital,tjlTEnLIVeO,Lad Nan Hospital,19316.0,,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Lagos Road Dispensary,Oo381uXXfit,Lagos Road Dispensary,13039.0,Dispensary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Landimawe Ward,Landmawe Medical Services,UCMCPHZbIio,Landmawe Medical Services,13040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Landimawe Ward,Lengo Medical Clinic,PPSlcuMSjBf,Lengo Medical Clinic,18590.0,Private  Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Landimawe Ward,Loco Dispensary,B9XQn7IBaMW,Loco Dispensary,13051.0,Dispensary,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Ngara Ward,Maisha House VCT (Noset),Rc7MMPnZZtn,Maisha House VCT (Noset),19308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Malibu Agriculture House,QEXLWvyUxg0,Malibu Agriculture House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Malibu Kaunda Street,ILms2Tc7UQn,Malibu Kaunda Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Malibu Pharmacy Limited (Moi Avenue),ZZ3O4zxaegm,Malibu Pharmacy Limited (Moi Avenue),23864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi South Ward,Mariakani Cottage Hospital Ltd,FKg6dfWiMHX,Mariakani Cottage Hospital Ltd,13064.0,Hospital,50.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Marie Stopes Clinic (Kencom),E3Mdlz1DtVG,Marie Stopes Clinic (Kencom),13065.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Pangani Ward,Marie Stopes Clinic (Pangani),ovdTGUqIhcH,Marie Stopes Clinic (Pangani),13066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi South Ward,Mary Immaculate Clinic Mukuru,Ys64m0FQOFC,Mary Immaculate Clinic Mukuru,12982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Medicare Clinic,kiSV5dgLWof,Medicare Clinic,13083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Mercy Medical Clinic,YWRGBTI9nfS,Mercy Medical Clinic,19319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Landimawe Ward,Meridian Medical Centre (Kileleshwa),B8UDly8Gq2x,Meridian Medical Centre (Kileleshwa),19395.0,Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Meridian Medical centre (Nation Centre Bldg ),VEde2ZaEcYZ,Meridian Medical centre (Nation Centre Bldg ),20104.0,Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Ministry of Education (Moest) VCT Centre,V7timXgWNyd,Ministry of Education (Moest) VCT Centre,13092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Landimawe Ward,Mnistry Of Public Works Dispensary,fl4BOlbwbHC,Mnistry Of Public Works Dispensary,13097.0,Dispensary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Landimawe Ward,Muthurwa Clinic,mhhx85Otlwc,Muthurwa Clinic,13104.0,Dispensary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi South Ward,Naioth Medical Clinic,h3mM7cLqh8Q,Naioth Medical Clinic,13107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Nairobi County Beyond Zero Clinic,G8BsIOZj171,Nairobi County Beyond Zero Clinic,22030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Nairobi Deaf (Liverpool),vA54UoSW4FT,Nairobi Deaf (Liverpool),13108.0,Dispensary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Nairobi Outpatient Centre,irwLEN2bSMG,Nairobi Outpatient Centre,13111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Landimawe Ward,Nairobi Remand Prison Health Centre,BtD2riFtR1r,Nairobi Remand Prison Health Centre,13161.0,Dispensary,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi South Ward,Nairobi South Clinic,A7oMr08DhJB,Nairobi South Clinic,13113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,New Partners Initiative Scaling Up HIV and AID Prevention Program (NPI SHAP),OLfc8uVpZxH,New Partners Initiative Scaling Up HIV and AID Prevention Program (NPI SHAP),18007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Landimawe Ward,Ngaira Rhodes Dispensary,CDd0j0WKbeJ,Ngaira Rhodes Dispensary,13121.0,Dispensary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Ngara Ward,Ngara Health Centre (City Council of Nairobi),HUsIFF3CxlZ,Ngara Health Centre (City Council of Nairobi),13122.0,Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Ngara Ward,Ngara Mat Clinic,jWBbRsvQBLr,Ngara Mat Clinic,23786.0,Methadone Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Nila Chemist W&R-Ronald Ngala Street,iHtlx7o2CAl,Nila Chemist W&R-Ronald Ngala Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Nila Chemist Wholesale & Retail-Mfangano Street,e6A37uCtmiH,Nila Chemist Wholesale & Retail-Mfangano Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Nila Chemist-Tom Mboya,Xj5UCyq030p,Nila Chemist-Tom Mboya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Nila Pharmaceuticals-Mfangano Street,GyzlDnZQ3Yq,Nila Pharmaceuticals-Mfangano Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Nila Pharmaceuticals-River Road,u9fvEWW52GF,Nila Pharmaceuticals-River Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Npi -Shap,PJ1lFBkbcgO,Npi -Shap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Odeon Medical Centre (Nairobi),EKl28PUuEGW,Odeon Medical Centre (Nairobi),19492.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,One Stop Youth VCT,QdfcUeSoQKL,One Stop Youth VCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Pangani Ward,Pangani Dispensary,dwWrJGEreMc,Pangani Dispensary,13138.0,Dispensary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Ngara Ward,Parkroad Nursing Home,oiOrwY2pxp1,Parkroad Nursing Home,13139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Pangani Ward,Pentamed Health Services,hfleC7SCZ3X,Pentamed Health Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Post Bank Staff Clinic,nrgNsmhEL9H,Post Bank Staff Clinic,20067.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Pangani Ward,Radiant Pangani Hospital,ICsoiQdDS5P,Radiant Pangani Hospital,13158.0,,19.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi South Ward,Railway Training Institute Dispensary South B,No67ZbXCR2x,Railway Training Institute Dispensary South B,13168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Rangechem Pharmaceuticals-Mfangano Street,MaU3gDojL2T,Rangechem Pharmaceuticals-Mfangano Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Landimawe Ward,Rhodes Chest Clinic,KT4sSoTeXAm,Rhodes Chest Clinic,13163.0,Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Ribeiro Clinic,D196r2OV51e,Ribeiro Clinic,13164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Pangani Ward,Rural Aid VCT,PlkUJasIbbg,Rural Aid VCT,13174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Pangani Ward,Savannah County Health Services,YEYIpWrQjOe,Savannah County Health Services,20103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Sex Workers Operation Project (Swop),MIJ54qWI6ky,Sex Workers Operation Project (Swop),13180.0,Dispensary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Pangani Ward,Single Mothers Association of Kenya (Smak),gKBBCMQO9qF,Single Mothers Association of Kenya (Smak),13187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi South Ward,South B Clinic,cLH5mZg43Gi,South B Clinic,13190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi South Ward,South B Hospital LTD,RDTDB2IKDQ5,South B Hospital LTD,18005.0,,19.0,21.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi South Ward,South B Police Band Dispensary,KgodLsm367V,South B Police Band Dispensary,13144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Special Treatment Clinic,ZLiupnhoyzT,Special Treatment Clinic,13193.0,Dispensary,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Ziwani/Kariokor Ward,St Bridget's Mother & Child,BOFAWJzI9Lj,St Bridget's Mother & Child,13199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,St Johns Ambulance,lUxR6nLNCsw,St Johns Ambulance,13206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Ziwani/Kariokor Ward,Starehe Boys Centre Medical Clinic,yChfajTMxv1,Starehe Boys Centre Medical Clinic,19422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Pangani Ward,Supkem (Liverpool),bFeu0eexj5o,Supkem (Liverpool),13233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Pangani Ward,Support For Addiction Prevention & Treatment In Africa (SAPTA),FmnrkSqRdYI,Support For Addiction Prevention & Treatment In Africa (SAPTA),20402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Teachers Service Commission,FVhoeaVRKH6,Teachers Service Commission,13235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Landimawe Ward,Technical university of Kenya Student/Staff Clinic,ZLiJxtQQm1o,Technical university of Kenya Student/Staff Clinic,20540.0,Dispensary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,The Mater Hosp (Dev Hse),BqVtHG8QMvY,The Mater Hosp (Dev Hse),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi South Ward,The Mater Misericordiae Hospital (Mukuru),mVjvQPVEjR6,The Mater Misericordiae Hospital (Mukuru),13074.0,,12.0,809.0,146.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi South Ward,The Nairobi Hospital (Capital Centre),yXW59KdvJ9H,The Nairobi Hospital (Capital Centre),25582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Transcom Medical Services,rFORKC8wZEi,Transcom Medical Services,13237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Uon Pmt,oCuEULRFJsQ,Uon Pmt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Wellness Care Clinic,Enu4QlZ3Hhf,Wellness Care Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Weston Pharmacy LTD,LzRcIVuIN4N,Weston Pharmacy LTD,23863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Westons Pharmacy (Muindi Mbingu),a79kSa3GnYV,Westons Pharmacy (Muindi Mbingu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Turkana County,Turkana Central Sub County,Lodwar Township Ward,Africana Mall Healthcare Limited,tBJQVpuOtTx,Africana Mall Healthcare Limited,15034.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Turkana County,Turkana Central Sub County,Lodwar Township Ward,Afya Bora Medical Clinic (Turkana Central),JaM1GSe7mpQ,Afya Bora Medical Clinic (Turkana Central),14186.0,Located in Lodwar town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Turkana County,Turkana Central Sub County,Kang'atotha Ward,Akatuman Dispensary,cy4MV1p46rR,Akatuman Dispensary,21365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Turkana County,Turkana Central Sub County,Lodwar Township Ward,Akicha Medical Services,IVsuBIrIGgI,Akicha Medical Services,18764.0,Private medical clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Turkana County,Turkana Central Sub County,Lodwar Township Ward,Chokchok Dispensary,JjFMWe7xpjO,Chokchok Dispensary,21368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Turkana County,Turkana Central Sub County,Kerio Delta Ward,Elelea Dispensary,s9kwbdEs8V2,Elelea Dispensary,23699.0,Dispensary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Turkana County,Turkana Central Sub County,Lodwar Township Ward,Elephant Dental Clinic Lodwar,yoJMH1m1UuF,Elephant Dental Clinic Lodwar,14231.0,Located around Lodwar town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Turkana County,Turkana Central Sub County,Kang'atotha Ward,Eliye Springs (AIC) Dispensary,VjDw19Sgkaf,Eliye Springs (AIC) Dispensary,14440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Turkana County,Turkana Central Sub County,Kang'atotha Ward,Eliye Springs Community Dispensary,YxONbNbnatv,Eliye Springs Community Dispensary,18846.0,Located at Eliye Springs Village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Turkana County,Turkana Central Sub County,Lodwar Township Ward,EMESC Medical Clinic,Gw70BIrQxRa,EMESC Medical Clinic,17184.0,Located in Lodwar town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Turkana County,Turkana Central Sub County,Lodwar Township Ward,GK Prisons Dispensary (Turkana Central),a1BP3LxCq16,GK Prisons Dispensary (Turkana Central),14527.0,Located in Lodwar town,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Turkana County,Turkana Central Sub County,Lodwar Township Ward,Jehovah Shalom Medical Clinic Lodwar,KmIqQEgE4oo,Jehovah Shalom Medical Clinic Lodwar,19969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Turkana County,Turkana Central Sub County,Lodwar Township Ward,Jena Medical Clinic,yw72XWV0ROU,Jena Medical Clinic,18765.0,Private medical clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Turkana County,Turkana Central Sub County,Lodwar Township Ward,Kakwanyang Dispensary,f7TDgxVqVaD,Kakwanyang Dispensary,14656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Turkana County,Turkana Central Sub County,Kalokol Ward,Kalimapus Dispensary,IGIxEQcVAMS,Kalimapus Dispensary,17231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Turkana County,Turkana Central Sub County,Kalokol Ward,Kalokol (AIC) Health Centre,N636nMR9Hsh,Kalokol (AIC) Health Centre,14663.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Turkana County,Turkana Central Sub County,Kalokol Ward,Kalokol Dispensary,ZEPXu4MCbVp,Kalokol Dispensary,20773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Turkana County,Turkana Central Sub County,Kanamkemer Ward,Kanamkemer Health Centre,Yb6lAcfCEEe,Kanamkemer Health Centre,25423.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Turkana County,Turkana Central Sub County,Kanamkemer Ward,Kanawoi Dispensary,Any5e34YGqV,Kanawoi Dispensary,14683.0,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,
Kenya,Turkana County,Turkana Central Sub County,Kang'atotha Ward,Kangagetei Dispensary,vZKxumFv8bf,Kangagetei Dispensary,14685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Turkana County,Turkana Central Sub County,Kang'atotha Ward,Kangatosa Dispensary,vnm0osigudm,Kangatosa Dispensary,14687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Turkana County,Turkana Central Sub County,Kerio Delta Ward,Kangirisae Dispensary,pAZkRgUBXe3,Kangirisae Dispensary,17475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
